-116.766426,-116.762985,-116.76391,-116.76772,-116.78048,-116.74438,-116.75469
-118.091576,-118.088135,-118.08863,-118.09282,-118.10534,-118.06979,-118.08043
-119.64735,-119.64386,-119.64412,-119.64861,-119.660675,-119.62573,-119.636215
-121.511734,-121.50823,-121.50836,-121.513145,-121.52488,-121.49024,-121.500725
-123.516716,-123.51321,-123.51314,-123.518265,-123.529686,-123.49533,-123.50591
-125.49899,-125.495476,-125.495255,-125.50069,-125.51182,-125.4777,-125.488365
-127.493835,-127.49032,-127.48992,-127.49568,-127.50653,-127.47264,-127.4834
-129.4721,-129.4686,-129.46803,-129.4741,-129.48466,-129.45102,-129.46187
-131.46277,-131.50133,-131.46097,-131.4649,-131.47516,-131.46236,-131.45273
-133.91647,-133.95862,-133.91725,-133.91711,-133.91478,-133.91853,-133.88116
-136.37756,-136.42105,-136.3787,-136.37874,-136.37598,-136.37987,-136.3414
-138.82564,-138.87051,-138.82715,-138.8274,-138.82416,-138.82823,-138.78862
-141.31566,-141.36191,-141.31752,-141.31796,-141.32698,-141.3185,-141.30649
-144.04434,-144.04123,-144.03946,-144.04727,-144.0562,-144.02388,-144.03671
-146.29799,-146.2948,-146.29292,-146.3012,-146.30928,-146.27792,-146.29036
-148.45921,-148.45586,-148.45404,-148.46289,-148.47,-148.43962,-148.45117
-150.69365,-150.6903,-150.68901,-150.69792,-150.70453,-150.67432,-150.6856
-152.95366,-152.95038,-152.94958,-152.95851,-152.96468,-152.93456,-152.94574
-155.32729,-155.37964,-155.33044,-155.33148,-155.32698,-155.33098,-155.28658
-158.36177,-158.41475,-158.36452,-158.36562,-158.3615,-158.3653,-158.32043
-161.60043,-161.65395,-161.6027,-161.6039,-161.60017,-161.60374,-161.55861
-164.81364,-164.86774,-164.81549,-164.81676,-164.81342,-164.81677,-164.77127
-168.12885,-168.1257,-168.12474,-168.13527,-168.13586,-168.11197,-168.12291
-170.94121,-170.93806,-170.93678,-170.94774,-170.94695,-170.92479,-170.93571
-173.80437,-173.80118,-173.79947,-173.8109,-173.80879,-173.78838,-173.79924
-176.75528,-176.75201,-176.7498,-176.76172,-176.75812,-176.73987,-176.75049
-179.73976,-179.7364,-179.73358,-179.74602,-179.74075,-179.72504,-179.73532
-182.86186,-182.85838,-182.85466,-182.86772,-182.86055,-182.84802,-182.85785
-186.22794,-186.2243,-186.21928,-186.23311,-186.22386,-186.2151,-186.2244
-189.30975,-189.30598,-189.30093,-189.31496,-189.30531,-189.29695,-189.3062
-192.41736,-192.41347,-192.40848,-192.42265,-192.4127,-192.40451,-192.4137
-195.47139,-195.46739,-195.46245,-195.4768,-195.46652,-195.45853,-195.46768
-198.54507,-198.54094,-198.53606,-198.55057,-198.54,-198.53217,-198.54128
-201.62283,-201.61856,-201.61372,-201.6284,-201.61755,-201.60988,-201.61896
-204.68591,-204.68158,-204.67673,-204.69153,-204.68044,-204.67287,-204.682
-207.90399,-207.95966,-207.90254,-207.90146,-207.90302,-207.90352,-207.85506
-211.88977,-211.94658,-211.8884,-211.8872,-211.88887,-211.88925,-211.8396
-215.86331,-215.92123,-215.86195,-215.86063,-215.86244,-215.86272,-215.81183
-219.9142,-219.9734,-219.91307,-219.91162,-219.91339,-219.91359,-219.86136
-224.03221,-224.09291,-224.03148,-224.02992,-224.03146,-224.03165,-223.97792
-228.14923,-228.21143,-228.14893,-228.14728,-228.14859,-228.14874,-228.09357
-232.2893,-232.35301,-232.28944,-232.28769,-232.28874,-232.28888,-232.2322
-236.49571,-236.4989,-236.4882,-236.50056,-236.49419,-236.48221,-236.48972
-240.01866,-240.01636,-240.01143,-240.02353,-240.0177,-240.00523,-240.0122
-243.5858,-243.5837,-243.57886,-243.59068,-243.58542,-243.57246,-243.57878
-247.22745,-247.22557,-247.22075,-247.23228,-247.22769,-247.21419,-247.2198
-250.80733,-250.80566,-250.80098,-250.81221,-250.80821,-250.79419,-250.79912
-254.40036,-254.3989,-254.39426,-254.4052,-254.40186,-254.3873,-254.39157
-258.00693,-258.0057,-258.00113,-258.01175,-258.00906,-257.99396,-257.99756
-261.64227,-261.64124,-261.63675,-261.64706,-261.64502,-261.6294,-261.6322
-265.15985,-265.17126,-265.1545,-265.16467,-265.1631,-265.14703,-265.1493
-268.79865,-268.8758,-268.80182,-268.7997,-268.799,-268.7987,-268.7362
-273.285,-273.36383,-273.28842,-273.28635,-273.2855,-273.2851,-273.21545
-277.6978,-277.77826,-277.70148,-277.6994,-277.69843,-277.69794,-277.6271
-282.17206,-282.25412,-282.17596,-282.17392,-282.1728,-282.1722,-282.10007
-286.6443,-286.72803,-286.64847,-286.64642,-286.64514,-286.64447,-286.57108
-291.40875,-291.4943,-291.41315,-291.4111,-291.4097,-291.40894,-291.33414
-296.2223,-296.30963,-296.22696,-296.22495,-296.22333,-296.2225,-296.14633
-301.4045,-301.49393,-301.41034,-301.40817,-301.4058,-301.40503,-301.3271
-306.82614,-306.91785,-306.83362,-306.83127,-306.8278,-306.82715,-306.7472
-312.19397,-312.28775,-312.20264,-312.20013,-312.19586,-312.19528,-312.11346
-317.62277,-317.71844,-317.63232,-317.62967,-317.62488,-317.62427,-317.54062
-323.11896,-323.21658,-323.12958,-323.12674,-323.1213,-323.12073,-323.0352
-328.42548,-328.52493,-328.43683,-328.4339,-328.42804,-328.42743,-328.34012
-334.29193,-334.3936,-334.3042,-334.30115,-334.29465,-334.29407,-334.2044
-340.00592,-340.1097,-340.01898,-340.0158,-340.00882,-340.0082,-339.91632
-345.69556,-345.80145,-345.70935,-345.7061,-345.6986,-345.698,-345.60388
-351.4178,-351.52582,-351.43246,-351.4291,-351.421,-351.4204,-351.32407
-356.84695,-356.957,-356.86218,-356.85876,-356.8503,-356.84967,-356.75134
-362.69324,-362.80548,-362.70926,-362.70572,-362.69675,-362.69614,-362.59543
-368.27728,-368.39157,-368.29407,-368.29044,-368.28098,-368.28033,-368.17755
-374.4442,-374.56085,-374.4618,-374.4581,-374.44812,-374.44742,-374.34238
-380.57852,-380.69754,-380.5995,-380.5976,-380.5842,-380.58273,-380.47498
-385.4848,-385.60574,-385.51865,-385.52728,-385.4986,-385.49286,-385.38034
-389.565,-389.69266,-389.62546,-389.6552,-389.59726,-389.5799,-389.4729
-393.5135,-393.6509,-393.6037,-393.65604,-393.56705,-393.5355,-393.442
-397.70215,-397.84656,-397.8293,-397.91193,-397.78296,-397.73422,-397.6625
-401.97473,-402.12567,-402.14056,-402.25516,-402.0842,-402.0175,-401.96933
-408.42496,-408.4176,-408.4227,-408.44696,-408.44885,-408.37527,-408.40286
-413.66714,-413.6593,-413.6653,-413.68997,-413.69223,-413.61298,-413.64532
-419.0127,-419.00348,-419.0107,-419.0352,-419.03885,-418.9523,-418.99066
-423.9667,-423.94952,-423.9581,-423.9761,-423.99286,-423.88873,-423.93756
-429.1076,-429.0796,-429.08984,-429.0992,-429.13333,-429.00674,-429.06885
-434.0213,-433.98312,-433.9951,-433.9935,-434.04648,-433.89847,-433.97293
-438.9589,-438.91266,-438.92654,-438.9145,-438.9837,-438.81744,-438.90274
-444.02948,-443.97653,-443.9931,-443.96362,-444.05347,-443.87045,-443.96518
-448.20645,-448.16483,-448.18286,-448.10684,-448.22678,-448.05505,-448.14615
-450.70053,-450.71997,-450.73523,-450.53036,-450.71008,-450.6265,-450.6743
-453.01663,-453.01498,-453.01706,-452.83765,-453.02576,-452.9163,-452.97836
-453.5022,-453.54752,-453.5275,-453.2347,-453.50946,-453.45575,-453.4685
-454.41827,-454.48755,-454.44244,-454.08102,-454.42496,-454.3963,-454.3823
-454.93143,-455.052,-454.98712,-454.5069,-454.9362,-454.96848,-454.90298
-456.0971,-456.2266,-456.13498,-455.61188,-456.10236,-456.13968,-456.0589
-456.04028,-456.24283,-456.1297,-455.44656,-456.04266,-456.1689,-456.01678
-457.21588,-457.4314,-457.2965,-456.56693,-457.21866,-457.3562,-457.18524
-456.44888,-456.74252,-456.58133,-455.67923,-456.45422,-456.67685,-456.4246
-457.81647,-458.10034,-457.91473,-457.0029,-457.825,-458.02585,-457.77527
-458.4735,-458.77463,-458.57907,-457.58893,-458.48175,-458.70602,-458.4259
-458.7464,-459.04214,-458.86356,-457.74994,-458.7471,-458.993,-458.68732
-458.01572,-458.21365,-458.18747,-456.80515,-457.97464,-458.26138,-457.93033
-456.57623,-456.70782,-456.82974,-455.144,-456.49634,-456.85568,-456.4747
-454.13287,-454.18732,-454.47333,-452.4397,-454.00714,-454.45334,-454.02176
-450.50415,-450.4747,-450.9516,-448.4979,-450.3295,-450.88538,-450.3771
-445.7452,-445.67456,-446.3533,-443.3872,-445.54932,-446.27243,-445.57513
-441.1259,-441.03802,-441.908,-438.43454,-440.93143,-441.83444,-440.89487
-435.0315,-434.932,-436.0158,-431.92865,-434.84055,-435.95953,-434.72867
-429.61774,-429.51328,-430.7714,-426.162,-429.44028,-430.7342,-429.26294
-425.74414,-425.58817,-427.0064,-421.99966,-425.58673,-426.97827,-425.33093
-416.5505,-416.35013,-418.0562,-412.22784,-416.40585,-418.04398,-416.0428
-406.5098,-406.18445,-408.24673,-401.54166,-406.36014,-408.22403,-405.88025
